From,To,Agency,Discipline,OP/MT,Location,Equip. / Syst.,Delay Description,Duration,Hours,Date
23:59,00:32,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar of 37 m under shoot and cobble detected in Fast Finishing Block  line 1 - Optimization failed,0:33, 0.55 ,14/06/2022,night
01:57,02:08,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar of 13 m under shoot and cobble detected in Fast Finishing Block  line 1 - Optimization failed,0:11, 0.18 ,14/06/2022,night
02:15,02:46,E&A,E&A,MT,,Hot Metal Detector ,One billet auto chopped due to the last bar under shoot and cobble detected in Fast Finishing Block  line 1 - Hot Metal Detector  of bgv looper line 1 flikering at back end as value going 145,0:31, 0.52 ,14/06/2022,night
02:57,03:22,E&A,E&A,MT,,TWS,CCL area full - TWS not working in finishing area,0:25, 0.42 ,14/06/2022,night
03:57,04:25,E&A,E&A,MT,,Hot Metal Detector ,One billet auto chopped due to the last bar  of 28 m under shoot and cobble detected in Fast Finishing Block  line 1 - Hot Metal Detector  of bgv looper line 1 flikering at back end as value going 145,0:28, 0.47 ,14/06/2022,night
05:00,06:05,E&A,E&A,MT,Mill Area,Table Troll,CCL area full - One proximity of table troll not detecting,1:05, 1.08 ,15/06/2022,night
06:42,06:50,E&A,E&A,MT,,Hot Metal Detector ,Under shoot in line 1 - Bar discharged near to Hot Metal Detector ,0:08, 0.13 ,15/06/2022,night
20:00,20:19,E&A,E&A,MT,Furnace Area,Furnace,Cumulative delays of gaps - Furnace cycle gap from previous shift,0:19, 0.32 ,16/06/2022,evening
11:15,12:26,E&A,E&A,MT,Mill Area,Stand 16,"St 16 didn't come out ,electric work it to fix the problem",1:11, 1.18 ,17/06/2022,morning
19:15,20:00,MECH,MECH,MT,Mill Area,Stand 15,Material did not enter in stand 15 - Stand 15 turns slowly due to its shear pin  broke,0:45, 0.75 ,17/06/2022,evening
20:00,20:11,MECH,MECH,MT,Mill Area,Stand 15,Previous shift  delay continue - Mecanical team working in stand 15,0:11, 0.18 ,17/06/2022,evening
22:22,22:37,E&A,E&A,MT,Finishing Area,HMI,Line 1 . 98 meter bar overshoot - Optimization not working properly,0:15, 0.25 ,17/06/2022,evening
16:36,16:47,E&A,E&A,MT,Mill Area,Stand 16,Motor of st 16 checking - Bearing overtemperator and mill speed decresed to 85% as per electrical request,0:11, 0.18 ,18/06/2022,Afternoon
16:14,16:26,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar of 22m over shoot in L2 - Optimization failed,0:12, 0.20 ,19/06/2022,Afternoon
16:47,17:32,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar of 60m over shoot in L1 - Optimization failed,0:45, 0.75 ,19/06/2022,Afternoon
18:03,18:18,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar 98m over shoot in L1 - Optimization failed,0:15, 0.25 ,19/06/2022,evening
20:25,20:50,MECH,MECH,MT,,Twin Channel ,Stop rolling ccl area full - Separating between finger guide was damaged and caused one bar stucked in Twin Channel  1a bended in cooling bed,0:25, 0.42 ,19/06/2022,evening
01:14,01:28,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar of 34m over shoot in L2 - Optimization failed,0:14, 0.23 ,19/06/2022,night
02:46,03:04,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar 98m over shoot in L1 - Optimization failed,0:18, 0.30 ,19/06/2022,night
03:49,04:04,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped due to the last bar 98m over shoot in L1 - Optimization failed,0:15, 0.25 ,19/06/2022,night
08:41,08:45,E&A,E&A,MT,Finishing Area,Vertical Transfer,Ccl area full - PH02 of vertical transfer still sensing without bundle,0:04, 0.07 ,20/06/2022,morning
14:01,14:07,E&A,E&A,MT,Finishing Area,Tying Machine ,CCL area full - PH05 before tying M1 still sensing without bundle,0:06, 0.10 ,20/06/2022,Afternoon
14:53,15:01,E&A,E&A,MT,Finishing Area,Tying Machine ,CCL area full - PH05 before tying M1 still sensing without bundle,0:08, 0.13 ,20/06/2022,Afternoon
02:48,03:03,MECH,MECH,MT,,Looper,Upper roller of looper 12 changed by mech-team - Roller damaged,0:15, 0.25 ,20/06/2022,night
13:37,13:55,MECH,MECH,MT,,Stopper,CCL area full - Wheeled stopper not working and stopped in down position,0:18, 0.30 ,23/06/2022,Afternoon
14:13,14:34,MECH,MECH,MT,,Twin Channel ,One billet auto chopped - Front end of bar got hit in cover Twin Channel  1a,0:21, 0.35 ,23/06/2022,Afternoon
14:52,15:13,MECH,MECH,MT,,Twin Channel ,One billet auto chopped - Front end of bar got hit in cover Twin Channel  1a,0:21, 0.35 ,23/06/2022,Afternoon
18:16,18:32,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped over shoot ....09 line 1 - HMI,0:16, 0.27 ,23/06/2022,evening
18:52,19:02,E&A,E&A,MT,Finishing Area,HMI,One billet auto chopped one bar 98 in cb - HMI,0:10, 0.17 ,23/06/2022,evening
19:02,19:46,MECH,MECH,MT,,Twin Channel ,"Bar head end hit inside the Twin Channel  line 1A ,check cut to length area and change 3 blad of dcvah line 1",0:44, 0.73 ,23/06/2022,evening
01:24,01:48,MECH,MECH,MT,,Twin Channel ,One billet auto chopped due to one bar over shoot - front end of bar got hit and stucked in cooling bed,0:24, 0.40 ,23/06/2022,night
02:25,03:07,MECH,MECH,MT,,Twin Channel ,One billet rejected due to one bar over Shoot - Front end of bar got hit and came out from cooling bed,0:42, 0.70 ,23/06/2022,night
06:21,07:31,MECH,MECH,MT,,Hydraulic Cylinder,Stop rolling for checking tail braker due to bars hit in cooling bed and came out - Braking bolt of hydraulic cylinder TB 1b found opend,1:10, 1.17 ,23/06/2022,night
09:37,11:20,MECH,MECH,MT,,Twin Channel ,"Accumulative delay 02 billet auto chopped,under shoot line 1a - front end of bar got hit in flap Twin Channel  1a and came out from cooling bed",1:28, 1.47 ,24/06/2022,morning
23:53,00:04,E&A,E&A,MT,,Hot Metal Detector ,Cobble detected at Fast Finishing Block  line1 in tail of billet - Looper of CVR 1 not stable due to scale created before loop Hot Metal Detector ,0:11, 0.18 ,24/06/2022,night
17:17,17:20,E&A,E&A,MT,,Roller Table,Stop rolling - PH of roller table flicker,0:03, 0.05 ,25/06/2022,Afternoon
10:00,10:10,MECH,MECH,MT,,Tail Breaker,No rolling - Mechanical team working in tail braker,0:10, 0.17 ,26/06/2022,morning
18:18,18:37,E&A,E&A,MT,Finishing Area,HMI,Under shoot in tb 1b caused one billet autochopped - HMIe last bar (67 m),0:19, 0.32 ,26/06/2022,evening
18:37,18:50,E&A,E&A,MT,Finishing Area,HMI,Under shoot in tb 1b and tb 1a caused one billet autochopped - HMIe,0:13, 0.22 ,26/06/2022,evening
19:47,20:00,E&A,E&A,MT,Mill Area,Stands,Problem in stand #13 and #14 - we cant instale new stand,0:13, 0.22 ,26/06/2022,evening
01:03,01:13,E&A,E&A,MT,Furnace Area,Unloading Device,Unloading device stopped - synchronization lost,0:10, 0.17 ,26/06/2022,night
16:15,18:50,E&A,E&A,MT,,DRM Trip,Cobble in all the line - ALL DRM E10 and MCS E20 was tripped,2:35, 2.58 ,28/06/2022,Afternoon
00:17,00:35,E&A,E&A,MT,Finishing Area,HMI,Last bar of 81 m over shoot in line 1 - Optimization failure,0:18, 0.30 ,29/06/2022,night
01:01,01:27,E&A,E&A,MT,Finishing Area,HMI,Last bar of 77 m over shoot in line 1 - Optimization failure,0:26, 0.43 ,29/06/2022,night
05:11,05:16,E&A,E&A,MT,Mill Area,Stand 13,One billet autochopped - Continuity alarm in sd#13,0:05, 0.08 ,29/06/2022,night
14:00,14:15,E&A,E&A,MT,Finishing Area,HMI,"one billet auto chopped ,over shoot line 1 - HMI",0:15, 0.25 ,02/07/2022,Afternoon
11:57,12:07,MECH,MECH,MT,Mill Area,Stand 13,stop rolling - spindle support of stand 13 unloked,0:10, 0.17 ,04/07/2022,morning
15:22,15:32,MECH,MECH,MT,Mill Area,Stand 13,half billet autochopped - spindle support of stand 13 unlocked,0:10, 0.17 ,04/07/2022,Afternoon
13:01,13:26,MECH,MECH,MT,,C-HOOK 141,hooks not available - c hook 141 loose position,0:25, 0.42 ,15/08/2022,Afternoon
13:38,13:45,E&A,E&A,MT,Finishing Area,Cooling Conveyor,cc stopped 1 billet chopped,0:07, 0.12 ,15/08/2022,Afternoon
15:32,15:52,MECH,MECH,MT,Finishing Area,Pit Hands,pit area prblem - easy down brake didnt work properly,0:20, 0.33 ,15/08/2022,Afternoon
16:14,16:18,E&A,E&A,MT,Finishing Area,Transfer Car,slow rolling - transfer car lost position,0:04, 0.07 ,15/08/2022,Afternoon
18:30,18:42,E&A,E&A,MT,Furnace Area,Furnace,furnace problem,0:12, 0.20 ,15/08/2022,evening
18:55,18:59,MECH,MECH,MT,Finishing Area,Pit Hands,one billet chopped - pit hands didnt open,0:04, 0.07 ,15/08/2022,evening
21:07,21:51,MECH,MECH,MT,Finishing Area,Easy Down Forks Position Problem,"cooling conveyor stopped metal stuck in pit, hands didnt open - easy down fork lost position",0:44, 0.73 ,15/08/2022,evening
22:06,22:36,MECH,MECH,MT,Finishing Area,Easy Down Forks Position Problem,cooling conveyor stopped - easy down fork lost position,0:30, 0.50 ,15/08/2022,evening
22:53,23:01,MECH,MECH,MT,Finishing Area,Easy Down Forks Position Problem,stop rolling rquested from mechanical team - easy down fork didnt work properly,0:08, 0.13 ,15/08/2022,evening
06:17,06:27,MECH,MECH,MT,Finishing Area,Easy Down Forks Position Problem,"cc stopped 1 billet chopped ,1 rejected - easy down fork didnt work properly",0:10, 0.17 ,15/08/2022,night
07:54,08:00,E&A,E&A,MT,Finishing Area,Rotating Table,"cc stopped 0,5 billet chopped - rotating table lost position",0:06, 0.10 ,15/08/2022,night
12:08,12:33,E&A,E&A,MT,Finishing Area,Cooling Conveyor,front end coil stuck in cooling conveyor,0:25, 0.42 ,16/08/2022,morning
23:07,23:26,E&A,E&A,MT,Finishing Area,Cooling Conveyor,stop rolling due to cc stopped - tail of coil stucked between cc rollers,0:09, 0.15 ,16/08/2022,night
00:00,00:07,MECH,MECH,MT,Finishing Area,Pit Hands,"0,5 billet chopped and 01 rejected - pit hands didn't oppened",0:07, 0.12 ,16/08/2022,night
00:28,00:41,MECH,MECH,MT,Finishing Area,Pit Hands,01 billet chopped - pit hands didn't oppened,0:13, 0.22 ,16/08/2022,night
04:05,04:09,E&A,E&A,MT,Finishing Area,Cooling Conveyor,01 billet chopped due to cc stopped - tail of coil stucked in rotary,0:04, 0.07 ,16/08/2022,night
07:32,07:40,MECH,MECH,MT,Finishing Area,Pit Hands,01 billet chopped - pit hands didn't oppened,0:08, 0.13 ,16/08/2022,night
07:40,08:00,E&A,E&A,MT,Finishing Area,Easy Down Forks Position Problem,no rolling - easy down position lost,0:20, 0.33 ,16/08/2022,night
08:00,08:29,E&A,E&A,MT,Mill Area,Easy Down Forks Position Problem,previous shift delay continue easy down lost position - easy down position lost,0:29, 0.48 ,17/08/2022,morning
08:29,08:58,MECH,MECH,MT,Mill Area,Easy Down Forks Position Problem,easy down position lost,0:29, 0.48 ,17/08/2022,morning
04:57,05:00,MECH,MECH,MT,Finishing Area,Pit Hands,one billet chopped due to cc stopped - pit hands didn't oppened,0:03, 0.05 ,17/08/2022,night
07:50,08:00,E&A,E&A,MT,Mill Area,Fast Finishing Block ,bgv was not ready - drive time out,0:10, 0.17 ,17/08/2022,night
23:01,23:14,E&A,E&A,MT,Mill Area,Easy Down Forks Position Problem,"Stop rolling. 0,4 billet chop. - Eazy down forks position problem.",0:12, 0.20 ,18/08/2022,night
02:15,02:35,E&A,E&A,MT,,C-HOOK,"Stop rolling. No hooks avialable. - Auto-mode missing in trimming area, working manually.",0:19, 0.32 ,18/08/2022,night
03:05,03:28,E&A,E&A,MT,,C-HOOK,"Stop rolling. No hooks avialable. - Auto-mode missing in trimming area, working manually.",0:22, 0.37 ,18/08/2022,night
07:38,07:48,MECH,MECH,MT,Finishing Area,Pit Hands,Stop rolling. CC stop 1 billet chopped. - Pit hands not open.,0:10, 0.17 ,18/08/2022,night
10:18,10:30,E&A,E&A,MT,,Rotating Table,Rotating table lost position - rotating table encoder tacke too much time to made reset of position,0:12, 0.20 ,19/08/2022,morning
11:09,11:35,MECH,MECH,MT,Finishing Area,Pit Hands,cooling conveyor stopped 1 billet chopped - forck lost position and pit hands didnt open,0:26, 0.43 ,19/08/2022,morning
13:41,14:27,E&A,E&A,MT,Finishing Area,Cooling Conveyor,cooling conveyor stopped and easy down turned off - easy down forck switches fault due to proxy domage,0:46, 0.77 ,19/08/2022,Afternoon
21:06,21:16,MECH,MECH,MT,,Looper,No rolling. Requast from mechanical team to stop rolling. - Cooling water leckage of looper01.,0:10, 0.17 ,19/08/2022,evening
23:57,00:12,MECH,MECH,MT,Finishing Area,Pit Hands,"Stop rolling. 1,2 billet chopped. - Pit hands did't open.",0:15, 0.25 ,19/08/2022,night
03:46,03:59,MECH,MECH,MT,Finishing Area,Pit Hands,"Stop rolling. 1,3 billet chopped. - Pit hands did't open.",0:12, 0.20 ,19/08/2022,night
05:04,05:10,MECH,MECH,MT,Finishing Area,Pit Hands,Stop rolling. 1 billet chopped. - Pit hands did't open.,0:06, 0.10 ,19/08/2022,night
08:05,08:11,MECH,MECH,MT,Finishing Area,Compacting Machine,no hook available in finishing area - compacting machine was not working,0:06, 0.10 ,20/08/2022,morning
08:17,10:17,E&A,E&A,MT,Furnace Area,Unloding Device,"no rolling, furnace emty - unloding device proximity brocken due to photocell doesn't detect the billet",2:00, 2.00 ,20/08/2022,morning
18:49,19:09,MECH,MECH,MT,,Coopling,"no rolling, bgv wasn't ready - coopling S8-10 UNKOWN position",0:20, 0.33 ,20/08/2022,evening
20:15,20:40,E&A,E&A,MT,Finishing Area,Cooling Conveyor,"cooling convoyor full, easy down position missed - easy down break not working properly",0:25, 0.42 ,21/08/2022,evening
07:38,07:42,E&A,E&A,MT,Mill Area,Hot Metal Detector ,stop rolling - Hot Metal Detector  between stands 5 and 6 didn't detect the head of billet,0:04, 0.07 ,24/08/2022,night
10:28,10:33,MECH,MECH,MT,Finishing Area,Pit Hands,"cc stopped, 01 billet chopped - pit hands didn't open",0:05, 0.08 ,25/08/2022,morning
11:12,11:17,E&A,E&A,MT,,TFH,cc stopped - coil head discharging was bad,0:05, 0.08 ,25/08/2022,morning
13:55,14:25,MECH,MECH,MT,Finishing Area,Cooling Conveyor,"rolling stopped, fire in ccoling convoyor area - big quantity of grease in that place",0:30, 0.50 ,25/08/2022,Afternoon
08:54,09:01,MECH,MECH,MT,Finishing Area,Pit Hands,"cooling conveyor stopped ,1 billet chopped - pit hands didnt open",0:07, 0.12 ,26/08/2022,morning
19:39,20:00,MECH,MECH,MT,Finishing Area,Pit Hands,"cooling conveyor stopped ,1 billet chopped - pit hands didnt open",0:21, 0.35 ,26/08/2022,evening
02:05,02:18,MECH,MECH,MT,Finishing Area,Pit Hands,"cooling convoyer stopped , 0,5billet chopped - pit hands didnt open",0:13, 0.22 ,26/08/2022,night
04:39,04:42,MECH,MECH,MT,Finishing Area,Pit Hands,"cooling conveyer stopped , 1 billet chopped - pit hands didnt open",0:03, 0.05 ,26/08/2022,night
00:02,00:15,E&A,E&A,MT,Mill Area,Intermaidiate,rolling stopped - intermaidiate mill immobilization active,0:13, 0.22 ,28/08/2022,night
01:45,01:55,MECH,MECH,MT,Finishing Area,Cooling Conveyor,"cc stopped, 01 billet chopped - ring head were bad stucked in ccoling convoyor",0:10, 0.17 ,28/08/2022,night
13:13,13:20,MECH,MECH,MT,,SPR,"stop rolling,accumulator pressure (P3) warning - the P3 pressure over 6 bar",0:07, 0.12 ,29/08/2022,Afternoon
02:04,03:29,MECH,MECH,MT,Finishing Area,Pit Hands,"cc stopped, half billet chopped - pit hands didn't open",1:25, 1.42 ,29/08/2022,night
13:57,14:24,E&A,E&A,MT,,TFH,"first billet taken after pass change , bad discharging on cooling conveyer - synchronisation problem",0:27, 0.45 ,31/08/2022,Afternoon
17:41,17:53,E&A,E&A,MT,Finishing Area,HMI,cobble detected at exit CB - Overshoot line 01 (bar 73 m),0:12, 0.20 ,01/09/2022,Afternoon
18:18,18:30,E&A,E&A,MT,Finishing Area,HMI,cobble detected at exit CB - Overshoot line 01 (bar 85 m),0:12, 0.20 ,01/09/2022,evening
00:27,00:41,E&A,E&A,MT,Finishing Area,Cut To Length,one billet autochopped - over shoot line 01,0:14, 0.23 ,01/09/2022,night
05:01,05:12,E&A,E&A,MT,,Hot Metal Detector ,"one billet autochopped, - over shoot line 02, Hot Metal Detector  28 flicker",0:11, 0.18 ,01/09/2022,night
13:33,13:39,E&A,E&A,MT,Mill Area,Stand 14,stop rolling - Bevel Gear Box lubrication of stand 14 fault,0:06, 0.10 ,02/09/2022,Afternoon
21:39,21:51,MECH,MECH,MT,Mill Area,Fast Finishing Block ,mill not ready - level of accumulator of Fast Finishing Block  line 02 not ok,0:12, 0.20 ,02/09/2022,evening
06:36,07:00,E&A,E&A,MT,,Cold Shear,ccl area full - cold shear cycle time out,0:24, 0.40 ,02/09/2022,night
22:57,23:03,E&A,E&A,MT,Finishing Area,Tying Machine ,Ccl area full - PH 05 before tying machine 1 continue sinsing,0:06, 0.10 ,03/09/2022,evening
06:31,06:57,MECH,MECH,MT,Finishing Area,Extraction Trolly,Ccl area full - One oil hose of CB extraction trolly was damaged and caused big oil leakage,0:26, 0.43 ,03/09/2022,night
20:59,21:21,E&A,E&A,MT,,Hot Metal Detector ,cobble detected at exit CB due to over shoot in both lines - Fast Finishing Block  line 1 loop height going to 150 % and caused material broken (more scale found before Hot Metal Detector  screen),0:22, 0.37 ,04/09/2022,evening
01:35,01:43,E&A,E&A,MT,Furnace Area,Furnace,10 cycle gaps insde furnace - PH of furnace charging table not sinsing bille,0:08, 0.13 ,04/09/2022,night
02:13,02:24,E&A,E&A,MT,Finishing Area,HMI,one billet auto chopped due to one bar of 24 m over shoot - HMI,0:11, 0.18 ,04/09/2022,night
07:23,07:45,MECH,MECH,MT,Finishing Area,Twin Channel ,one billet auto chopped due to one under shoot in L 2b - one bar stucked at Twin Channel  2b and caused cobble at CB,0:22, 0.37 ,04/09/2022,night
09:47,10:10,E&A,E&A,MT,Mill Area,Hot Metal Detector ,over shoot line2 cause on billet autochopped - Hot Metal Detector  25 and 29 flickred,0:23, 0.38 ,05/09/2022,morning
16:42,17:10,E&A,E&A,MT,,Hot Metal Detector ,undershoot caused cobble from cut to lenght to Fast Finishing Block  line 01 - one bar discharged near the Hot Metal Detector ,0:28, 0.47 ,05/09/2022,Afternoon
18:36,18:47,E&A,E&A,MT,,Hot Metal Detector ,undershoot ine line 02 caused one billet autochopped - one bar decharge nearHot Metal Detector  28,0:11, 0.18 ,05/09/2022,evening
09:35,09:40,E&A,E&A,MT,Mill Area,Stand 14,stop rolling - Bevel Gear Box lubrication of stand 14 fault,0:05, 0.08 ,06/09/2022,morning
18:35,18:45,E&A,E&A,MT,Finishing Area,HMI,under shoot ( the last bar are 26m) caused one billet autochopped - HMI in line 02,0:10, 0.17 ,06/09/2022,evening
18:46,18:58,E&A,E&A,MT,Finishing Area,HMI,under shoot (the last bar are 27m) caused one billet autochopped - HMI in line 01,0:12, 0.20 ,06/09/2022,evening
19:43,20:00,MECH,MECH,MT,Mill Area,Stand 05,stop rolling - shower of Stand 05 fall down from the base,0:17, 0.28 ,06/09/2022,evening
20:00,20:07,MECH,MECH,MT,Mill Area,Stand 05,continue fixing cooling water pipe of stand 5,0:07, 0.12 ,06/09/2022,evening
08:13,08:28,E&A,E&A,MT,Finishing Area,Vertical Transfer,CCL area full - Vertical and all chains transfer of bundling area lost its synchrolization,0:15, 0.25 ,07/09/2022,morning
23:16,23:28,E&A,E&A,MT,Finishing Area,HMI,"one billet auto chopped ,over shoot line 1 ( Bar of 9 m) - HMI",0:12, 0.20 ,07/09/2022,night
11:29,11:32,E&A,E&A,MT,,Hot Metal Detector ,Stop rolling - Hot Metal Detector  28 was flikring,0:03, 0.05 ,08/09/2022,morning
13:00,13:12,MECH,MECH,MT,,Pinch Roll,Stop rolling - Big oil leakage at pinch roll 0 before stand 01,0:12, 0.20 ,08/09/2022,Afternoon
22:24,22:42,MECH,MECH,MT,,Snap Shear,Fast Finishing Block  2 not ready - snap shear not opened,0:18, 0.30 ,08/09/2022,evening
18:10,18:40,E&A,E&A,MT,Finishing Area,Cold Shear,cold shear blade Problem - blade limit switch not detecting,0:30, 0.50 ,09/09/2022,evening
18:40,18:55,MECH,MECH,MT,,Tail Breacker,continue changing tail breacker coupling by mechanichal team,0:15, 0.25 ,09/09/2022,evening
20:09,20:19,E&A,E&A,MT,Finishing Area,Cold Shear,"stop rolling ,ccl area full - cold shear cycle time out",0:10, 0.17 ,09/09/2022,evening
20:29,22:05,E&A,E&A,MT,Finishing Area,Cold Shear,ccl area full colde shear problem - layer hit the cold shear blade and go out of the roller table,1:36, 1.60 ,09/09/2022,evening
15:07,15:17,MECH,MECH,MT,Finishing Area,Cooling Bed,installe chain roller alignment section 1 - too mush bars stucked in cb,0:10, 0.17 ,11/09/2022,Afternoon
16:56,18:03,MECH,MECH,MT,,Twin Channel ,cobble in Fast Finishing Block 1 to cut to length and Twin Channel  line 1 - front end of bar got stuck in Twin Channel  1b,1:05, 1.08 ,11/09/2022,Afternoon
06:37,07:07,E&A,E&A,MT,,Cold Shear,Ccl area full - Control screen of cold shear area not working,0:27, 0.45 ,11/09/2022,night
16:16,16:40,MECH,MECH,MT,,Twin Channel ,ccl area full - bar stucked in finger guide Twin Channel ,0:24, 0.40 ,12/09/2022,Afternoon
19:01,19:16,E&A,E&A,MT,Finishing Area,HMI,"one billet auto chopped ,over shoot 14 m line 2 - HMI",0:15, 0.25 ,12/09/2022,evening
15:03,15:46,MECH,MECH,MT,Mill Area,Stand 14,stand 14 stopped and caused one billet autochpped - shaft connecting unit of stand 14 move frome the right position,0:43, 0.72 ,14/09/2022,Afternoon
18:15,18:30,MECH,MECH,MT,,Snap Shear,no rolling - snap shear of Fast Finishing Block  line 02 not getting open,0:15, 0.25 ,14/09/2022,evening
01:25,02:09,MECH,MECH,MT,,Twin Channel ,cobble from Fast Finishing Block 2 to Twin Channel  - bar head bended in Twin Channel  2B,0:44, 0.73 ,14/09/2022,night
05:43,06:09,MECH,MECH,MT,,Twin Channel ,cobble from dividing shear to Twin Channel  2A - bar head bended in Twin Channel  2A,0:26, 0.43 ,14/09/2022,night
11:39,11:53,MECH,MECH,MT,,Snap Shear,One billet auto - Fast Finishing Block  line 1 snap shear closing without any alarm,0:14, 0.23 ,15/09/2022,morning
13:29,14:38,E&A,E&A,MT,Finishing Area,Bundling Area,CCl area full - Two bundles going without weight (system problem),0:09, 0.15 ,15/09/2022,Afternoon
03:04,03:14,E&A,E&A,MT,Finishing Area,Bundling Area,"ccl area full - DC ling ,lubrication and hydraulice system detedted fault in finishing",0:10, 0.17 ,15/09/2022,night
05:40,05:53,MECH,MECH,MT,Finishing Area,Cooling Bed,"half billet auto chopped ,cobble detected in cb - front end of bar got hit in cb",0:13, 0.22 ,15/09/2022,night
11:31,11:34,E&A,E&A,MT,Finishing Area,TWS,Ccl area full - TWS of finishing area not working,0:13, 0.22 ,16/09/2022,morning
19:03,19:07,E&A,E&A,MT,Finishing Area,Chain Transfer 04,Ccl area full - BC 02 chain transfer 04 tripped,0:04, 0.07 ,16/09/2022,evening
20:54,21:04,E&A,E&A,MT,,Pinch Roll,mill not ready - PR 2 line 1 drive warning,0:08, 0.13 ,16/09/2022,evening
16:28,16:36,MECH,MECH,MT,Finishing Area,Cold Shear,Bundling Area cold shear pusher stopped - pusher chain loosed,0:08, 0.13 ,17/09/2022,Afternoon
17:29,17:44,E&A,E&A,MT,Finishing Area,HMI,Cut To Length bar of 9 m over shoot in line one Area - optimization failure,0:15, 0.25 ,17/09/2022,Afternoon
17:56,18:08,E&A,E&A,MT,Finishing Area,Cold Shear,Bundling Area cold shear stopped - MCC fault,0:12, 0.20 ,17/09/2022,Afternoon
19:00,19:07,MECH,MECH,MT,Finishing Area,Bundling Area,Bundling Area pusher support broke - mechanical team welded it,0:07, 0.12 ,17/09/2022,evening
19:50,20:00,MECH,MECH,MT,Mill Area,Stand 14,Finishing Mill stand 14 stopped - shaft connection unit unknown position,0:10, 0.17 ,17/09/2022,evening
20:00,20:12,MECH,MECH,MT,Mill Area,Stand 14,Finishing Mill stand 14 stopped - shaft connection unit unknown position,0:12, 0.20 ,17/09/2022,evening
10:30,10:45,MECH,MECH,MT,Furnace Area,Furnace,furnace not ready - furnace shutdown due to Air conector damaged,0:15, 0.25 ,19/09/2022,morning
08:00,08:13,E&A,E&A,MT,Finishing Area,Finishing,ccl area full - all finishing area switched off,0:13, 0.22 ,22/09/2022,morning
17:44,17:50,E&A,E&A,MT,,Looper,Stop rolling - Looper of CVR line 1 not stable,0:06, 0.10 ,23/09/2022,Afternoon
05:58,06:07,E&A,E&A,MT,Finishing Area,Bundling Area,ccl area full - wheeled stopper problme,0:09, 0.15 ,23/09/2022,night
11:58,132:03,E&A,E&A,MT,,Looper,Stop rolling - Looper of CVR line 1 not stable,0:05, 0.08 ,24/09/2022,morning
13:35,14:26,MECH,MECH,MT,Finishing Area,Tying Machine,accumulated delays for Ccl area full - Tying machine 2 not working properly due to entry wire guide was damaged,0:12, 0.20 ,24/09/2022,Afternoon
04:35,04:39,E&A,E&A,MT,Finishing Area,PLC,ccl area full - PLC communication fault,0:04, 0.07 ,24/09/2022,night
20:00,22:36,E&A,E&A,MT,,Twin Channel ,mill not ready to roll - postion of Twin Channel  2A section 1 not good,2:36, 2.60 ,25/09/2022,evening
03:58,04:18,MECH,MECH,MT,Finishing Area,Tail Breacker,one bar overchoot caused one billet autochopped and one billet rejected - tail braker 2A don't close,0:20, 0.33 ,25/09/2022,night
04:19,05:02,MECH,MECH,MT,Finishing Area,Tail Breacker,one bar overchoot caused one billet autochopped and one - tail braker 2A don't close,0:43, 0.72 ,25/09/2022,night
14:00,14:24,E&A,E&A,MT,Furnace Area,Furnace,gap inside furnace - one billet bended in elevator,0:24, 0.40 ,26/09/2022,Afternoon
07:01,07:17,E&A,E&A,MT,Finishing Area,CVAH,over shoot in line two caused one bille autochopped - cobble detection in cvah,0:16, 0.27 ,26/09/2022,night
12:11,12:20,E&A,E&A,MT,Finishing Area,Lances,ccl area full bars stucked in vertical transfert - lances st 2 problem,0:09, 0.15 ,27/09/2022,morning
12:20,12:34,MECH,MECH,MT,Finishing Area,Vertical Transfer,ccl area full - cover in vertical transfert fell down,0:14, 0.23 ,27/09/2022,morning
10:19,10:39,E&A,E&A,MT,Finishing Area,Cold Shear,"ccl area full - cold shear going time out ,lubrication unit lost auto and standby pump not available",0:20, 0.33 ,28/09/2022,morning
20:29,20:40,E&A,E&A,MT,Finishing Area,HMI,over shoot line2 (25 m ) - bar detected in exit of coolig bed ( HMI ),0:11, 0.18 ,29/09/2022,evening
08:11,16:40,E&A,E&A,MT,,Motor Electric of Dividing Shear,deviding shear line 01 drive motore got tripped ; one billet autochopped - motor electric of dividing shear was burned out,8:29, 8.48 ,30/09/2022,morning
17:00,17:08,E&A,E&A,MT,Finishing Area,HMI,one bar of 9 m caused ouver shoot in line1 - HMI,0:08, 0.13 ,30/09/2022,Afternoon
19:39,19:55,E&A,E&A,MT,,Hot Metal Detector ,over shoot caused one billet autochopped ine line 02 - Hot Metal Detector  29 flicker,0:16, 0.27 ,30/09/2022,evening
01:00,01:13,E&A,E&A,MT,Finishing Area,Cut To Length,under shoot in line 02 - last bar with 60 m discharged in the entry of cb,0:13, 0.22 ,30/09/2022,night
